time,anglediff,dangle2,angle1,dangle1,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19
0.03996,0.00031,8.968126,-0.54984,0.009767,1,0.00031,-35.832845,0.285847,5.126221,,,,,,,,,
0.07996,0.002007,8.949904,-0.549099,0.02848,0.999998,0.002007,-35.660394,0.83316,5.120021,,,,,,,,,
0.11996,0.004051,8.951575,-0.547496,0.052048,0.999992,0.004051,-35.615076,1.52843,5.106604,,,,,,,,,
0.15996,0.005571,8.976382,-0.544939,0.075281,0.999984,0.005571,-35.717898,2.229605,5.08517,,,,,,,,,
0.19996,0.005634,9.024043,-0.541553,0.092553,0.999984,0.005634,-35.969831,2.776872,5.056736,,,,,,,,,
0.23996,0.003397,9.090331,-0.537685,0.098564,0.999994,0.003397,-36.349367,3.005196,5.024185,,,,,,,,,
0.27996,-0.001731,9.166874,-0.533874,0.089177,0.999999,-0.001731,-36.810758,2.765787,4.992037,,,,,,,,,
0.31996,-0.009929,9.241562,-0.530786,0.062284,0.999951,-0.009929,-37.28517,1.96126,4.965933,,,,,,,,,
0.35996,-0.02084,9.300042,-0.529118,0.018545,0.999783,-0.020838,-37.687983,0.589899,4.951811,,,,,,,,,
0.39996,-0.03353,9.32847,-0.529478,-0.03827,0.999438,-0.033524,-37.934113,-1.22005,4.954863,,,,,,,,,
0.43996,-0.046582,9.316997,-0.532267,-0.10158,0.998915,-0.046565,-37.958834,-3.213844,4.978454,,,,,,,,,
0.47996,-0.058315,9.262652,-0.53758,-0.163043,0.9983,-0.058282,-37.736232,-5.066594,5.023296,,,,,,,,,
0.51996,-0.067084,9.170222,-0.54517,-0.214084,0.997751,-0.067033,-37.286171,-6.474062,5.087111,,,,,,,,,
0.55996,-0.07157,9.050695,-0.55447,-0.247434,0.99744,-0.071509,-36.666276,-7.232516,5.16489,,,,,,,,,
0.59996,-0.070966,8.918143,-0.564663,-0.2582,0.997483,-0.070906,-35.953976,-7.270058,5.249634,,,,,,,,,
0.63996,-0.065035,8.786573,-0.574795,-0.244256,0.997886,-0.064989,-35.227981,-6.626495,5.333331,,,,,,,,,
0.67996,-0.054065,8.667891,-0.583879,-0.206069,0.998539,-0.054038,-34.556123,-5.40673,5.407904,,,,,,,,,
0.71996,-0.038761,8.571228,-0.590991,-0.146224,0.999249,-0.038751,-33.991192,-3.735723,5.465977,,,,,,,,,
0.75996,-0.020147,8.503295,-0.595343,-0.068902,0.999797,-0.020145,-33.572555,-1.730039,5.50138,,,,,,,,,
0.79996,0.000524,8.469204,-0.596341,0.020516,1,0.000524,-33.330397,0.511949,5.509484,,,,,,,,,
0.83996,0.021808,8.473288,-0.593625,0.115679,0.999762,0.021806,-33.290056,2.905033,5.487416,,,,,,,,,
0.87996,0.042098,8.519574,-0.587107,0.209354,0.999114,0.042085,-33.47484,5.361216,5.434293,,,,,,,,,
0.91996,0.059631,8.611657,-0.577004,0.293443,0.998223,0.059595,-33.906025,7.764789,5.351509,,,,,,,,,
0.95996,0.072525,8.751672,-0.563877,0.3591,0.997371,0.072461,-34.598463,9.939615,5.243118,,,,,,,,,
0.99996,0.078875,8.93808,-0.548645,0.397108,0.996891,0.078794,-35.54973,11.613668,5.116226,,,,,,,,,
1.03996,0.07697,9.162205,-0.532593,0.398806,0.997039,0.076894,-36.721305,12.398745,4.981214,,,,,,,,,
1.07996,0.065654,9.404217,-0.517312,0.357782,0.997846,0.065607,-38.01434,11.826606,4.851496,,,,,,,,,
1.11996,0.044832,9.630964,-0.504566,0.27234,0.998995,0.044817,-39.252722,9.499012,4.742425,,,,,,,,,
1.15996,0.015951,9.79971,-0.496047,0.148071,0.999873,0.015951,-40.198658,5.362544,4.669094,,,,,,,,,
1.19996,-0.017831,9.870562,-0.493054,-0.001015,0.999841,-0.01783,-40.621847,-0.037304,4.643256,,,,,,,,,
1.23996,-0.052108,9.823529,-0.496187,-0.154472,0.998643,-0.052084,-40.401703,-5.606085,4.670303,,,,,,,,,
1.27996,-0.082263,9.668649,-0.505178,-0.290522,0.996618,-0.082171,-39.590938,-10.158131,4.747678,,,,,,,,,
1.31996,-0.104621,9.440684,-0.518962,-0.391817,0.994532,-0.104431,-38.384609,-12.952117,4.865551,,,,,,,,,
1.35996,-0.117125,9.182961,-0.535929,-0.448818,0.993149,-0.116857,-37.023296,-13.879147,5.009379,,,,,,,,,
1.39996,-0.119361,8.932486,-0.554251,-0.459801,0.992885,-0.119078,-35.706972,-13.270981,5.163067,,,,,,,,,
1.43996,-0.112148,8.713416,-0.572151,-0.428732,0.993718,-0.111913,-34.561253,-11.601489,5.311544,,,,,,,,,
1.47996,-0.097018,8.537822,-0.588083,-0.362737,0.995297,-0.096865,-33.645836,-9.289321,5.442268,,,,,,,,,
1.51996,-0.075807,8.4096,-0.600816,-0.270163,0.997128,-0.075734,-32.978402,-6.630218,5.545745,,,,,,,,,
1.55996,-0.050414,8.328477,-0.609455,-0.159476,0.998729,-0.050393,-32.556615,-3.805117,5.615446,,,,,,,,,
1.59996,-0.022693,8.292932,-0.613441,-0.038823,0.999743,-0.022691,-32.372767,-0.914571,5.647464,,,,,,,,,
1.63996,0.005558,8.301902,-0.612532,0.083978,0.999985,0.005558,-32.421662,1.984307,5.640172,,,,,,,,,
1.67996,0.032561,8.355477,-0.606797,0.201226,0.99947,0.032555,-32.703617,4.844231,5.594044,,,,,,,,,
1.71996,0.056511,8.454724,-0.596613,0.305079,0.998404,0.056481,-33.223671,7.595568,5.511684,,,,,,,,,
1.75996,0.07556,8.600612,-0.582677,0.387415,0.997147,0.075488,-33.986796,10.112286,5.398063,,,,,,,,,
1.79996,0.087855,8.791883,-0.566017,0.439975,0.996143,0.087742,-34.987719,12.176389,5.260849,,,,,,,,,
1.83996,0.09169,9.021767,-0.54798,0.455028,0.995799,0.091562,-36.193829,13.452274,5.110658,,,,,,,,,
1.87996,0.08581,9.273991,-0.530194,0.426747,0.996321,0.085705,-37.522452,13.503237,4.960923,,,,,,,,,
1.91996,0.06985,9.519886,-0.514445,0.353346,0.997561,0.069794,-38.821819,11.902918,4.827026,,,,,,,,,
1.95996,0.044827,9.720108,-0.502469,0.239485,0.998995,0.044812,-39.876861,8.47231,4.724408,,,,,,,,,
1.99996,0.013396,9.83428,-0.495662,0.09765,0.99991,0.013395,-40.462416,3.552237,4.665775,,,,,,,,,
2.03996,-0.020414,9.83681,-0.494777,-0.053105,0.999792,-0.020412,-40.436288,-1.936397,4.658137,,,,,,,,,
2.07996,-0.05207,9.729373,-0.499744,-0.191524,0.998645,-0.052047,-39.814035,-6.826037,4.700963,,,,,,,,,
2.11996,-0.077667,9.540109,-0.509693,-0.299768,0.996985,-0.077589,-38.762129,-10.232721,4.786393,,,,,,,,,
2.15996,-0.094738,9.310193,-0.523179,-0.367306,0.995516,-0.094597,-37.515217,-11.857649,4.901436,,,,,,,,,
2.19996,-0.102462,9.07833,-0.538498,-0.391576,0.994755,-0.102283,-36.285246,-11.901302,5.031032,,,,,,,,,
2.23996,-0.10135,8.871949,-0.553975,-0.376201,0.994868,-0.101177,-35.214943,-10.791139,5.160767,,,,,,,,,
2.27996,-0.092762,8.706082,-0.568162,-0.328441,0.995701,-0.092629,-34.376915,-8.958443,5.2786,,,,,,,,,
2.31996,-0.078455,8.58637,-0.579936,-0.257064,0.996924,-0.078374,-33.794106,-6.738895,5.375587,,,,,,,,,
2.35996,-0.060288,8.512838,-0.588531,-0.170983,0.998183,-0.060252,-33.461671,-4.361644,5.445923,,,,,,,,,
2.39996,-0.040062,8.482796,-0.59353,-0.078573,0.999198,-0.040051,-33.362259,-1.975804,5.486644,,,,,,,,,
2.43996,-0.019443,8.492547,-0.594834,0.012591,0.999811,-0.019442,-33.474089,0.316088,5.497242,,,,,,,,,
2.47996,5.7e-05,8.538043,-0.592629,0.095802,1,5.7e-05,-33.773599,2.429446,5.479316,,,,,,,,,
2.51996,0.017096,8.614807,-0.587354,0.165253,0.999854,0.017096,-34.234483,4.276879,5.436312,,,,,,,,,
2.55996,0.030528,8.717347,-0.579657,0.21616,0.999534,0.030524,-34.824496,5.756537,5.3733,,,,,,,,,
2.59996,0.039461,8.838363,-0.570356,0.245023,0.999222,0.039451,-35.501304,6.751989,5.296728,,,,,,,,,
2.63996,0.043342,8.968097,-0.560374,0.250044,0.999061,0.043328,-36.209178,7.14748,5.214045,,,,,,,,,
2.67996,0.04206,9.094292,-0.550666,0.231606,0.999116,0.042047,-36.87912,6.86065,5.133131,,,,,,,,,
2.71996,0.036029,9.20326,-0.54212,0.19264,0.999351,0.036021,-37.435221,5.887011,5.061504,,,,,,,,,
2.75996,0.026201,9.282196,-0.535457,0.13862,0.999657,0.026198,-37.808298,4.33766,5.005393,,,,,,,,,
2.79996,0.013975,9.322237,-0.531133,0.076985,0.999902,0.013974,-37.953657,2.443392,4.968866,,,,,,,,,
2.83996,0.000976,9.321016,-0.529289,0.015969,1,0.000976,-37.865475,0.508922,4.953264,,,,,,,,,
2.87996,-0.011219,9.283428,-0.529745,-0.036869,0.999937,-0.011219,-37.579942,-1.169002,4.957125,,,,,,,,,
2.91996,-0.021354,9.220133,-0.532054,-0.075966,0.999772,-0.021353,-37.1649,-2.379613,4.976658,,,,,,,,,
2.95996,-0.028667,9.144576,-0.535601,-0.098517,0.999589,-0.028663,-36.701269,-3.036046,5.006608,,,,,,,,,
2.99996,-0.032933,9.069846,-0.539714,-0.104559,0.999458,-0.032927,-36.264768,-3.166172,5.04127,,,,,,,,,
3.03996,-0.034407,9.006448,-0.543777,-0.096517,0.999408,-0.0344,-35.91386,-2.875645,5.075416,,,,,,,,,
3.07996,-0.033693,8.961246,-0.547302,-0.07846,0.999432,-0.033686,-35.684923,-2.307521,5.104977,,,,,,,,,
3.11996,-0.031592,8.937326,-0.549986,-0.055304,0.999501,-0.031587,-35.592422,-1.612413,5.127441,,,,,,,,,
3.15996,-0.028959,8.93432,-0.551725,-0.032066,0.999581,-0.028955,-35.631264,-0.930952,5.141983,,,,,,,,,
3.19996,-0.026573,8.948912,-0.55261,-0.013221,0.999647,-0.02657,-35.779613,-0.383707,5.149371,,,,,,,,,
3.23996,-0.025031,8.975402,-0.552887,-0.002159,0.999687,-0.025029,-36.001781,-0.062813,5.151688,,,,,,,,,
3.27996,-0.024666,9.00641,-0.552912,-0.000754,0.999696,-0.024664,-36.251864,-0.022006,5.151895,,,,,,,,,
3.31996,-0.025496,9.033831,-0.553078,-0.009084,0.999675,-0.025493,-36.479029,-0.26587,5.153282,,,,,,,,,
3.35996,-0.027223,9.050082,-0.553746,-0.025383,0.999629,-0.027219,-36.634859,-0.743101,5.158854,,,,,,,,,
3.39996,-0.029276,9.049465,-0.555171,-0.046272,0.999571,-0.029272,-36.681855,-1.350236,5.170737,,,,,,,,,
3.43996,-0.030918,9.029322,-0.55745,-0.067298,0.999522,-0.030913,-36.600926,-1.949475,5.189722,,,,,,,,,
3.47996,-0.031373,8.990601,-0.560492,-0.083682,0.999508,-0.031368,-36.395294,-2.397421,5.215029,,,,,,,,,
3.51996,-0.029975,8.937619,-0.564025,-0.091127,0.999551,-0.02997,-36.089377,-2.575073,5.244344,,,,,,,,,
3.55996,-0.026282,8.877163,-0.567621,-0.086496,0.999655,-0.026279,-35.723289,-2.408462,5.274126,,,,,,,,,
3.59996,-0.020155,8.817277,-0.570762,-0.068254,0.999797,-0.020154,-35.345266,-1.874689,5.300081,,,,,,,,,
3.63996,-0.011781,8.766141,-0.572902,-0.036634,0.999931,-0.011781,-35.00461,-0.995679,5.317736,,,,,,,,,
3.67996,-0.001664,8.731276,-0.57354,0.006416,0.999999,-0.001664,-34.746735,0.17345,5.322991,,,,,,,,,
3.71996,0.009413,8.719104,-0.572282,0.057421,0.999956,0.009413,-34.610506,1.554377,5.312625,,,,,,,,,
3.75996,0.020437,8.73469,-0.568903,0.111624,0.999791,0.020435,-34.626966,3.049628,5.284725,,,,,,,,,
3.79996,0.030221,8.781455,-0.563386,0.163275,0.999543,0.030217,-34.818109,4.539645,5.239049,,,,,,,,,
3.83996,0.037487,8.860608,-0.55596,0.20598,0.999297,0.037478,-35.194269,5.874783,5.177315,,,,,,,,,
3.87996,0.040965,8.970166,-0.547115,0.233179,0.999161,0.040954,-35.749086,6.867538,5.103408,,,,,,,,,
3.91996,0.039553,9.103595,-0.537593,0.238861,0.999218,0.039543,-36.451889,7.294962,5.023409,,,,,,,,,
3.95996,0.032522,9.248523,-0.528353,0.218566,0.999471,0.032516,-37.239476,6.926129,4.945337,,,,,,,,,
3.99996,0.019763,9.386435,-0.520478,0.170629,0.999805,0.019761,-38.012451,5.588302,4.878466,,,,,,,,,
4.03996,0.002003,9.494659,-0.515043,0.097362,0.999998,0.002003,-38.644117,3.266505,4.832132,,,,,,,,,
4.07996,-0.019119,9.551324,-0.512937,0.005629,0.999817,-0.019118,-39.007539,0.190916,4.814147,,,,,,,,,
4.11996,-0.041219,9.542142,-0.514696,-0.093778,0.999151,-0.041207,-39.015323,-3.164561,4.829168,,,,,,,,,
4.15996,-0.061588,9.465712,-0.520372,-0.188112,0.998104,-0.061549,-38.652424,-6.214461,4.877558,,,,,,,,,
4.19996,-0.077735,9.334019,-0.529515,-0.265368,0.99698,-0.077657,-37.980857,-8.46435,4.95518,,,,,,,,,
4.23996,-0.087848,9.167835,-0.541252,-0.316603,0.996144,-0.087736,-37.113415,-9.656981,5.054206,,,,,,,,,
4.27996,-0.091008,8.989974,-0.554432,-0.337068,0.995862,-0.090882,-36.174566,-9.787269,5.164574,,,,,,,,,
4.31996,-0.087154,8.819963,-0.567797,-0.326071,0.996205,-0.087043,-35.270176,-9.017369,5.275581,,,,,,,,,
4.35996,-0.076898,8.671724,-0.58013,-0.286071,0.997045,-0.076822,-34.475138,-7.570647,5.377179,,,,,,,,,
4.39996,-0.061297,8.553787,-0.590356,-0.221594,0.998122,-0.061259,-33.835348,-5.657517,5.460799,,,,,,,,,
4.43996,-0.041667,8.470784,-0.597607,-0.13834,0.999132,-0.041655,-33.376233,-3.443435,5.519748,,,,,,,,,
4.47996,-0.019459,8.425168,-0.601256,-0.042622,0.999811,-0.019458,-33.111893,-1.04696,5.549311,,,,,,,,,
4.51996,0.003799,8.418585,-0.600939,0.058889,0.999993,0.003799,-33.052058,1.446397,5.546742,,,,,,,,,
4.55996,0.026512,8.452658,-0.596561,0.159205,0.999649,0.026509,-33.206077,3.963207,5.511266,,,,,,,,,
4.59996,0.047021,8.52911,-0.588316,0.250966,0.998895,0.047004,-33.583722,6.417174,5.44417,,,,,,,,,
4.63996,0.063602,8.6491,-0.576701,0.326424,0.997978,0.063559,-34.19232,8.680803,5.349015,,,,,,,,,
4.67996,0.074523,8.811638,-0.562526,0.377633,0.997224,0.074455,-35.029138,10.555754,5.231915,,,,,,,,,
4.71996,0.078176,9.01101,-0.546915,0.397018,0.996946,0.078097,-36.067963,11.751409,5.10174,,,,,,,,,
4.75996,0.073329,9.233565,-0.531271,0.37853,0.997313,0.073263,-37.240808,11.895934,4.970036,,,,,,,,,
4.79996,0.059499,9.455213,-0.517177,0.319424,0.99823,0.059464,-38.421548,10.619269,4.850342,,,,,,,,,
4.83996,0.037371,9.6423,-0.506226,0.222353,0.999302,0.037362,-39.427174,7.734268,4.756676,,,,,,,,,
4.87996,0.009063,9.75863,-0.499771,0.096805,0.999959,0.009063,-40.055235,3.460344,4.701196,,,,,,,,,
4.91996,-0.022017,9.778073,-0.498653,-0.041429,0.999758,-0.022015,-40.157066,-1.487812,4.69156,,,,,,,,,
4.95996,-0.051821,9.696209,-0.503002,-0.173427,0.998658,-0.051798,-39.707833,-6.112565,4.728986,,,,,,,,,
4.99996,-0.076616,9.532484,-0.51221,-0.281864,0.997066,-0.076541,-38.819507,-9.557309,4.807929,,,,,,,,,
5.03996,-0.093784,9.321123,-0.525076,-0.354938,0.995605,-0.093647,-37.685603,-11.421709,4.917547,,,,,,,,,
5.07996,-0.10215,9.097837,-0.540066,-0.387813,0.994787,-0.101973,-36.502697,-11.770287,5.044232,,,,,,,,,
5.11996,-0.101828,8.890465,-0.55558,-0.3817,0.99482,-0.101653,-35.418523,-10.932477,5.174146,,,,,,,,,
5.15996,-0.093832,8.716144,-0.570151,-0.341839,0.995601,-0.093695,-34.51978,-9.29382,5.295041,,,,,,,,,
5.19996,-0.079671,8.582974,-0.582574,-0.27553,0.996828,-0.079587,-33.84454,-7.178745,5.397217,,,,,,,,,
5.23996,-0.06105,8.493176,-0.591948,-0.190744,0.998137,-0.061012,-33.401048,-4.81876,5.473767,,,,,,,,,
5.27996,-0.039693,8.445956,-0.597692,-0.095346,0.999212,-0.039683,-33.183106,-2.365876,5.520442,,,,,,,,,
5.31996,-0.017269,8.439411,-0.599533,0.00321,0.999851,-0.017268,-33.179563,0.079269,5.535364,,,,,,,,,
5.35996,0.004639,8.471485,-0.597486,0.097943,0.999989,0.004639,-33.378599,2.438731,5.518774,,,,,,,,,
5.39996,0.024525,8.540099,-0.591836,0.182308,0.999699,0.024523,-33.768069,4.632217,5.472862,,,,,,,,,
5.43996,0.040978,8.642624,-0.583122,0.250212,0.999161,0.040967,-34.332723,6.556579,5.401703,,,,,,,,,
5.47996,0.052718,8.774806,-0.572112,0.296185,0.998611,0.052694,-35.048733,8.071903,5.311224,,,,,,,,,
5.51996,0.058693,8.929345,-0.559779,0.315806,0.998278,0.05866,-35.876259,9.000159,5.209099,,,,,,,,,
5.55996,0.058226,9.094562,-0.547236,0.306405,0.998305,0.058193,-36.752093,9.14682,5.104426,,,,,,,,,
5.59996,0.051204,9.253953,-0.535655,0.267958,0.998689,0.051182,-37.586729,8.355548,5.00707,,,,,,,,,
5.63996,0.038253,9.387631,-0.526143,0.203902,0.999268,0.038244,-38.27197,6.592058,4.926595,,,,,,,,,
5.67996,0.020798,9.47625,-0.51959,0.121415,0.999784,0.020796,-38.703016,4.022814,4.870906,,,,,,,,,
5.71996,0.000935,9.506551,-0.516539,0.030716,1,0.000935,-38.810431,1.028229,4.844904,,,,,,,,,
5.75996,-0.01891,9.476005,-0.517089,-0.0567,0.999821,-0.018909,-38.586668,-1.889543,4.849589,,,,,,,,,
5.79996,-0.036452,9.393789,-0.520891,-0.130377,0.999336,-0.036444,-38.090415,-4.269258,4.881976,,,,,,,,,
5.83996,-0.049957,9.277455,-0.527235,-0.182865,0.998752,-0.049936,-37.425393,-5.827884,4.935856,,,,,,,,,
5.87996,-0.058466,9.147341,-0.535189,-0.210676,0.998291,-0.058433,-36.706974,-6.500572,5.003138,,,,,,,,,
5.91996,-0.061805,9.021607,-0.543762,-0.21412,0.998091,-0.061765,-36.034323,-6.390502,5.075296,,,,,,,,,
5.95996,-0.060433,8.913547,-0.552036,-0.196426,0.998175,-0.060396,-35.476892,-5.685407,5.144581,,,,,,,,,
5.99996,-0.055232,8.831107,-0.559262,-0.162636,0.998475,-0.055204,-35.073592,-4.589263,5.204798,,,,,,,,,
6.03996,-0.047309,8.777672,-0.564911,-0.118619,0.998881,-0.047292,-34.838426,-3.285516,5.25169,,,,,,,,,
6.07996,-0.037833,8.753216,-0.568694,-0.070313,0.999284,-0.037824,-34.767296,-1.92595,5.283001,,,,,,,,,
6.11996,-0.027921,8.755286,-0.570552,-0.023198,0.99961,-0.027917,-34.843314,-0.632982,5.298349,,,,,,,,,
6.15996,-0.018554,8.779665,-0.570628,0.018079,0.999828,-0.018553,-35.040079,0.494585,5.298979,,,,,,,,,
6.19996,-0.010518,8.820772,-0.569231,0.049994,0.999945,-0.010518,-35.323552,1.378333,5.287439,,,,,,,,,
6.23996,-0.004351,8.871965,-0.566783,0.070377,0.999991,-0.004351,-35.653601,1.962117,5.267196,,,,,,,,,
6.27996,-0.000312,8.925958,-0.563764,0.078579,1,-0.000312,-35.986368,2.218885,5.242185,,,,,,,,,
6.31996,0.001633,8.975465,-0.560648,0.07553,0.999999,0.001633,-36.278282,2.159481,5.216318,,,,,,,,,
6.35996,0.001796,9.014116,-0.55784,0.063619,0.999998,0.001796,-36.491717,1.838217,5.192975,,,,,,,,,
6.39996,0.000709,9.037468,-0.55563,0.046361,1,0.000709,-36.601303,1.349649,5.174562,,,,,,,,,
6.43996,-0.000973,9.043829,-0.554148,0.027844,1,-0.000973,-36.598948,0.813838,5.16221,,,,,,,,,
6.47996,-0.002588,9.034592,-0.553365,0.012062,0.999997,-0.002588,-36.495663,0.352827,5.155677,,,,,,,,,
6.51996,-0.003588,9.013922,-0.553103,0.002256,0.999994,-0.003588,-36.319316,0.065865,5.153488,,,,,,,,,
6.55996,-0.003631,8.987902,-0.553078,0.000395,0.999993,-0.003631,-36.109036,0.011516,5.153281,,,,,,,,,
6.59996,-0.00264,8.963398,-0.552959,0.006915,0.999997,-0.00264,-35.908118,0.20084,5.152286,,,,,,,,,
6.63996,-0.00081,8.946946,-0.552428,0.020686,1,-0.00081,-35.75734,0.600448,5.14785,,,,,,,,,
6.67996,0.001425,8.943846,-0.55124,0.039215,0.999999,0.001425,-35.689789,1.140949,5.13793,,,,,,,,,
6.71996,0.003458,8.95749,-0.549274,0.05899,0.999994,0.003458,-35.727263,1.726492,5.121486,,,,,,,,,
6.75996,0.004588,8.988873,-0.546559,0.075926,0.999989,0.004588,-35.877737,2.243618,5.098752,,,,,,,,,
6.79996,0.004134,9.036227,-0.543293,0.085901,0.999991,0.004134,-36.133364,2.570636,5.071351,,,,,,,,,
6.83996,0.001539,9.094804,-0.539828,0.085345,0.999999,0.001539,-36.469052,2.590801,5.042224,,,,,,,,,
6.87996,-0.0035,9.15698,-0.536638,0.071864,0.999994,-0.0035,-36.842504,2.212449,5.015359,,,,,,,,,
6.91996,-0.010936,9.212925,-0.53426,0.04482,0.99994,-0.010936,-37.197324,1.395828,4.995297,,,,,,,,,
6.95996,-0.020309,9.252044,-0.533214,0.00573,0.999794,-0.020307,-37.470685,0.179621,4.986462,,,,,,,,,
6.99996,-0.030751,9.265089,-0.533914,-0.041687,0.999527,-0.030746,-37.605417,-1.306641,4.992371,,,,,,,,,
7.03996,-0.041091,9.246412,-0.536587,-0.091924,0.999156,-0.041079,-37.563588,-2.858008,5.014929,,,,,,,,,
7.07996,-0.050031,9.195501,-0.54122,-0.138551,0.998749,-0.05001,-37.336452,-4.239136,5.053932,,,,,,,,,
7.11996,-0.056363,9.117133,-0.547539,-0.175299,0.998412,-0.056333,-36.946284,-5.242449,5.106964,,,,,,,,,
7.15996,-0.059152,9.020094,-0.555043,-0.19707,0.998251,-0.059118,-36.439514,-5.733552,5.169672,,,,,,,,,
7.19996,-0.057864,8.915099,-0.563061,-0.200606,0.998326,-0.057832,-35.874845,-5.666546,5.23635,,,,,,,,,
7.23996,-0.052397,8.812796,-0.570832,-0.184726,0.998628,-0.052373,-35.311607,-5.070388,5.300658,,,,,,,,,
7.27996,-0.043048,8.722444,-0.577589,-0.15021,0.999074,-0.043035,-34.802016,-4.020685,5.356319,,,,,,,,,
7.31996,-0.030451,8.651413,-0.582632,-0.099483,0.999536,-0.030446,-34.388142,-2.612287,5.397692,,,,,,,,,
7.35996,-0.015494,8.605303,-0.585381,-0.036264,0.99988,-0.015493,-34.102362,-0.94152,5.420192,,,,,,,,,
7.39996,0.000736,8.588339,-0.585429,0.034734,1,0.000736,-33.96941,0.899938,5.420583,,,,,,,,,
7.43996,0.017007,8.603729,-0.582571,0.108022,0.999855,0.017006,-34.008351,2.821265,5.397198,,,,,,,,,
7.47996,0.031976,8.653752,-0.576838,0.177496,0.999489,0.03197,-34.233255,4.721395,5.350139,,,,,,,,,
7.51996,0.044231,8.739381,-0.56851,0.236609,0.999022,0.044217,-34.651569,6.473374,5.281477,,,,,,,,,
7.55996,0.052366,8.859321,-0.558137,0.278663,0.998629,0.052342,-35.259383,7.908183,5.19544,,,,,,,,,
7.59996,0.055094,9.008466,-0.546529,0.297334,0.998483,0.055066,-36.033201,8.806,5.098503,,,,,,,,,
7.63996,0.051439,9.176073,-0.53473,0.287543,0.998677,0.051417,-36.919376,8.909564,4.999266,,,,,,,,,
7.67996,0.040994,9.34451,-0.523942,0.246688,0.99916,0.040982,-37.825573,7.979048,4.907912,,,,,,,,,
7.71996,0.024183,9.490035,-0.515395,0.176008,0.999708,0.024181,-38.622816,5.897371,4.835141,,,,,,,,,
7.75996,0.002441,9.586995,-0.51018,0.081567,0.999997,0.002441,-39.167479,2.794816,4.790559,,,,,,,,,
7.79996,-0.021854,9.615228,-0.509045,-0.025912,0.999761,-0.021853,-39.343528,-0.892829,4.780841,,,,,,,,,
7.83996,-0.045757,9.567521,-0.512245,-0.132788,0.998953,-0.045741,-39.107054,-4.518678,4.808226,,,,,,,,,
7.87996,-0.066354,9.45258,-0.519477,-0.225426,0.997799,-0.066305,-38.504775,-7.452281,4.869941,,,,,,,,,
7.91996,-0.081345,9.291419,-0.529944,-0.293087,0.996693,-0.081256,-37.653056,-9.296706,4.958806,,,,,,,,,
7.95996,-0.089395,9.109708,-0.542507,-0.329605,0.996007,-0.089276,-36.693004,-9.961501,5.064749,,,,,,,,,
7.99996,-0.09016,8.930646,-0.555876,-0.333508,0.995938,-0.090038,-35.749869,-9.589017,5.176612,,,,,,,,,
8.03996,-0.084111,8.771203,-0.568781,-0.307062,0.996465,-0.084012,-34.913153,-8.426429,5.283722,,,,,,,,,
8.07996,-0.072258,8.641713,-0.580098,-0.254963,0.997391,-0.072195,-34.235982,-6.724531,5.376919,,,,,,,,,
8.11996,-0.055918,8.54735,-0.588916,-0.183201,0.998437,-0.055889,-33.744313,-4.688364,5.449063,,,,,,,,,
8.15996,-0.036541,8.490078,-0.594579,-0.098285,0.999332,-0.036533,-33.447778,-2.468029,5.495167,,,,,,,,,
8.19996,-0.015624,8.470282,-0.596692,-0.00684,0.999878,-0.015623,-33.348152,-0.170585,5.512328,,,,,,,,,
8.23996,0.005339,8.487778,-0.595127,0.084553,0.999986,0.005339,-33.444344,2.120111,5.499619,,,,,,,,,
8.27996,0.024862,8.54217,-0.590015,0.169381,0.999691,0.024859,-33.734059,4.321779,5.458026,,,,,,,,,
8.31996,0.041485,8.632548,-0.581749,0.241226,0.99914,0.041473,-34.21234,6.332623,5.390461,,,,,,,,,
8.35996,0.053808,8.756574,-0.570973,0.293897,0.998553,0.053782,-34.867005,8.01296,5.301825,,,,,,,,,
8.39996,0.060578,8.90901,-0.558568,0.321807,0.998166,0.060541,-35.671037,9.17498,5.199031,,,,,,,,,
8.43996,0.060837,9.079998,-0.545617,0.320658,0.99815,0.0608,-36.573082,9.591876,5.090856,,,,,,,,,
8.47996,0.054138,9.253788,-0.533331,0.288449,0.998535,0.054112,-37.489663,9.042153,4.987451,,,,,,,,,
8.51996,0.040779,9.409136,-0.522938,0.226626,0.999169,0.040767,-38.306122,7.397968,4.899384,,,,,,,,,
8.55996,0.021968,9.522587,-0.515522,0.1409,0.999759,0.021966,-38.89413,4.735816,4.836222,,,,,,,,,
8.59996,-0.000205,9.574668,-0.511854,0.041137,1,-0.000205,-39.146887,1.402186,4.804887,,,,,,,,,
8.63996,-0.023064,9.556643,-0.512251,-0.060115,0.999734,-0.023062,-39.01846,-2.043323,4.808278,,,,,,,,,
8.67996,-0.043869,9.473967,-0.516513,-0.150175,0.999038,-0.043855,-38.54363,-5.01022,4.84468,,,,,,,,,
8.71996,-0.06035,9.344125,-0.523978,-0.218875,0.998179,-0.060314,-37.824045,-7.078554,4.908222,,,,,,,,,
8.75996,-0.07108,9.190308,-0.533656,-0.26023,0.997475,-0.07102,-36.990331,-8.095588,4.990198,,,,,,,,,
8.79996,-0.075554,9.03473,-0.54441,-0.272723,0.997147,-0.075482,-36.163765,-8.139458,5.080732,,,,,,,,,
